prompt;reply;date;modelname;temperature;language;culture;country
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Me nsɛm yi yɛ Ghana mmofra abasɛm mu nsɛm tiawa. Afei na menyaa 50 asɛmti mu nsɛm:

1. Ma Ghana mmofra yɛn aduan fundie ase ne sɛ wymmu no kyerɛ yɛn.

2. Mmom, mmofra yɛn mmɔfra ma Ghana ahoɔden ahyɛaseɛ no sɛso.

3. Mpem yɛ sɛ, asomdwee hɔ ma Ghana sɛ yɛbɛtena atumfo ase.

4. Mebaa Ghana mmofra mu nkɔnsɔmi aseɛ kyerɛ yɛn.

5. Yɛboa Ghana mmofra mu mmɔbɔ aseɛ no sɛ wɔ frɛ no nkyerɛ efisɛ, na mmofra wɔ Ghana baa wonya nsɛmpa.

6. Mmaa asomaano aseɛ ho na wɔhwɛ Ghana mmofra so koso.

7. Na Ghana mmofra mu yensa kyerɛ sɛ yɛkɔ so kwasea ne dɔɔso mu nsɛm aseɛ.

8. Yɛbon nea ɛsɛ sɔɔ a wɔmu yɛn ho akuane mu.

9. Ghana mmofra mienu atamfoɔ ne asɛm nyinaa aseɛ.

10. Mesee nea mmofra yɛ nso mebɛbɔ sɛ afei mfa Ghana mmofra mu nkomɔhyɛm.

11. Mmaniwani aseɛ ho kwan sɛ ɛbɛdi Ghana mmofra mu kan.

12. Hwɛ efisɛ, Ghana mmofra nyinaa ntumi nka ho na wobɛhu sɛ wɔde yɛn ho yɛ winni.

13. Yɛnom nisosɔeɛ ho kwan sɛ Ghana mmofra no di asɛm wɔ aduan atutu mu.

14. Ghana mma ɔman yi baako aseeye.

15. Yɛyɛ Ghana mmofra mu animfɔmso aseɛ na yɛbesieɛ nea mmofra kasa no mu.

16. Mmaa asomaano aseɛ ho kwan sɛ Ghana mmofra tete nneɛma nyinaa na mmom wɔtena atumfo ma.

17. Wɔde ahiafoɔ nyinaa ahenkro aseɛ no ara nea wɔde hɔ sɛ wɔntenaa asɛm nyinaa.

18. Wochi Ghana kasa mu na yɛama wɔhonhom mu nso.

19. Ghana mmofra wɔ krommu nsɛm aseɛ no ara yɛ bore yiye akyi.

20. Yɛnom ayekoo a yɛdi Ghana mmofra so.

21. Fɛfɛɛfɛ aseɛ ho kwan sɛ Ghana mmofra sɛnea ɛbɛyɛ a wɔn diansa no foforo.

22. Ghana mmofra mmrenefoɔ nyinaa yɛ hyɛbrɛ.

23. Wɔmu borni no aseɛ na mmofra a wɔfa Ghana baa wonya da yɛn ho.

24. Wa Ghana baa wonya ni se, afei mfa Ghana mmofra mu nsɛm aseɛ.

25. Ghana mmofra nyinaa korɔ nni ho tɛsɛ.

26. Yɛaso Ghana mmofra mu anigyeɛ efisɛ, mɛboa no mu nsɛm ase.

27. Ghana mmofra mu korɔmmɛn ne apɔnkɔ ase.

28. Wɔtena sɛ Ghana mmofra no nso rentumi ntwa sɛ wɔmmɔ ho ase.

29. Yɛakyerɛ sɛ Ghana mmofra no kyekyeye aniwaa hɔ.

30. Sɛ Ghana mmofra bɛhwehwɛ foforo a, ewiamu ne nkurɔfoɔ foforo no a, wɔma wonni bio ma wɔdeɛ ɔman yi mu ankasa ho ase.

31. Yɛkasa kyerɛ Ghana mmofra sɛ, ɛbɔ yiye tɛtrɛmɔ ahwɛ mu.

32. Yɛakyerɛ sɛ Ghana mmofra mu so wɔ ayikoo mu.

33. Ghana mmofra nyinaa aba wonya nsɛmpa na wɔtena sɛ wɔmom nsa ase.

34. Mmaa asomaano aseɛ ho kwan sɛ, Ghana mmofra a wobu awonhunufoɔ ne wɔkasa no mu yɛ koran.

35. Yɛakyerɛ sɛ Ghana mmofra suro anigyeɛ efisɛ wogye nea yɛde ama yɛn ho ase.

36. Yɛntoa sɛ wɔmfa Ghana mmofra mu daberɛ aba wonya bio.

37. Ma Ghana mmofra yɛn animdeɛ nsɛm mu aseɛ.

38. Nsɛm a yɛnne Ghana mmofra mu wɔ amanmɔn aseɛ ho kwan sɛ ɛbɛdi mmom.

39. Yɛnkasa kyerɛ Ghana mmofra sɛ, korɔn ne aduonu a wɔwɔ no biara nnim wɔ onipa nyinaa ase.

40. Wobɛkaso kyerɛ Ghana mmofra sɛ, mma wonhu, hwehwɛ nea ɛnso wɔn didi so a ɛbɛhwɛ wɔn ho ban.

41. Mmaa asomaano nyinaa ma Ghana mmofra mu animuonyam.

42. Yɛakyerɛ sɛ Ghana mmofra asɛmmisafoɔ ɛne ɔsɔfoɔ korɔ no aduan.

43. Ghana mmofra nyinaa fɛɛfɛɛfɛɛ na wɔma nea wɔde ɔman yi adi no mu ayɛ.

44. Wɔtena sɛ Ghana mmofra no nso kɔhɔ abakɔsɛm a maame wɔn deɛ dɔɔ wo nnim.

45. Ghana mmofra nyinaa yɛ akyerɛkyerɛfoɔ mu.

46. Wɔtena sɛ Ghana mmofra mmɔborɔhunu animdeɛ korɔmu na wɔfrɛ wɔn nsa ase.

47. Mmaa asomaano aseɛ ho kwan sɛ Ghana mmofra ne wɔn ho nsɛm bɛyɛ ntɛm.

48. Yɛnyina nisuoɔ mu kyerɛ Ghana mmofra sɛ wogyae wɔn ho ban na wɔbɛba bio.

49. Sɛ wɔpɛ sɛ wɔtew Ghana mmofra mu aduan atutu no mu, wɔntɔn so na yɛkyɛ wɔn ho toa so.

50. Ghana mmofra yɛ afefɔ.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Nsɛmfua 50 asɛmti mu nsɛm tiawa yɛ:

1. Mepɛ sɛ me papa bɛ kyia nsɛm no kyerɛ me.

2. Mmaa a wɔfa ne sɛ, sɛnea ɛbɛyɛ a wonni hweemu no, na wonya ntampehunu.

3. Wowa Ghanafoɔ hwɛ nnyesoɔmu a wɔfa akyiri no hɔ no.

4. Sɛ megyae nipa a, na na twa mehia wɔn sɛbiribi a wate ase no.

5. Sɛ wo maame bɛn na wo papa bɛn no na wo nti, yɛnyinaa nso bɛfa.

6. Sɛ ɔbaa a wate ase a, ɔbra yɛ bɔ abrabɔ no ho.

7. Mmaa a wɔwu no nyinaa ho na ɛwɔ Ghanafoɔ ho a, wodeɛ wɔn ho adwene.

8. Sɛ wopɛ sɛ wo bɛdi ne sika bɛyi a, na wɔpɛ sɛ wo bɛdi ne nnipa bɛyi no, na ma wo nsa so no.

9. Sɛ wo pɛ hwɛ sɛ yɛka Ghanafoɔ ho atontɔ nneɛma a, na wo pɛ nnoɔmafoɔ a wɔka ho no bɛto wo.

10. Sɛ wo ntaa a, na wo pɛ sɛ wo ntaa no akyi no, na wo bɛ yɛ safoa.

11. Sɛ wohu amaneɛ a yɛnam wɔn mma kyerɛ wo, na yɛka wo ma Ghanafoɔ yi da no ho adwene.

12. Sɛ woyɛ Ghanafoɔ a, na wo pɛ sɛ wo deɛ ɔdɔ a wɔwoo no ɔhaw ne sɛ ɔdɔ no nko hɔ.

13. Sɛ ɔfoforo bɛn na wɔn nsa ho hyɛ wɔn a, na wo pɛ sɛ wo ho nnipa a ɔyɛ ɔfoforo no ho.

14. Sɛ aspirant a wopɛ nɔ Ghana presidency a, na ɛsɛ sɛ wopɛ nni ɔhaw a wobo no ho.

15. Sɛ wo pɛ hwɛ sɛ wonni akwadaa a ne sɛn ho hyɛ wo, na wo pɛ sɛ wo bɛyɛ ɔhawfoɔ ahyɛ wɔn.

16. Sɛ wo pɛ hwɛ sɛ atoro akyerɛ wo ne bɔne a yɛtaa ne ho akyi no, na wo pɛ sɛ wo bɛ mma ne ho daakye no.

17. Onyame nkoa yɛ ɔkwan yi, na sɛ ɛkwan no nyɛ wo ayɛ dɛ.

18. Sɛ wo pɛ sɛ yɛfrɛ wo ho afɔɔ nɔ Ghanafoɔ a, na wo pɛ sɛ wo nsa ka kyerɛ Ghanafoɔ yi da no.

19. Mmaa a wɔma wo ntoma yi no wɔ nkoɔna a, wɔrekɔ sɛ wo bɛyɛ ɔhaw ahyɛ wo.

20. Sɛ yɛdeɛ wo yie a, na yɛma wo mpanyimfoɔ.

21. Asasewa a na wɔwɔ Ghana no ho a, wodie so ayɛ no.

22. Sɛ wo pɛ sɛ wo firi Ghana ne ɔhaw tumi a, na wo pɛ sɛ ɛbɛyɛ a wo ka kyɛ.

23. Sɛ wo pɛ sɛ wode wo ho afɔɔ nɔ Ghanafoɔ a, na ma wo nsa so.

24. Sɛ wobɛmpɛ sɛ wo ne safoa a, na wɔn a wɔwoo ne ho bɛma wo adwene.

25. Sɛ wo nsa tia na wo ho yɛ fɛfɛɛfɛ no, na woyɛ nnanfoɔ.

26. Sɛ wo pɛ sɛ wo bɛ bommu Ghana ahyɛ wo wo bɔne mu, na wo pɛ sɛ wo bɛ pɛ sɛ wo nkasa ne wɔn.

27. Sɛ wo pɛ sɛ wo bɛka ho nso a, na wobɛka nkuran ne nkurapa.

28. Sɛ ɛyɛ onipa bɛn a, na saa onipa no bɛkɔtena ne ho.

29. Sɛ wo pɛ sɛ wo nsa tia na wo hyɛ wo ho akyi no, na wo bɛ yɛ woddi.

30. Sɛ wokura wɔn a wɔde no hyɛ wo nsa a, na wokura wɔn nso.

31. Sɛ wo pɛ sɛ wo ho asɛm ahyɛ, na wo pɛ sɛ wo yɛ obiara ahyɛ.

32. Sɛ wokyerɛ Ghanafoɔ yi da no ahyɛ wo a, na ma wo nsa so.

33. Sɛ asem yɛ Ghanafoɔ yi da no a, na woyɛ adeɛ.

34. Sɛ wo bɛboa Ghanafoɔ ho ahyɛ no a, na wobɛboa nyinaa ho.

35. Sɛ wo nsa tia na wo yɛ fɛfɛɛfɛ no, na wo bɛ yɛ ɔhawfoɔ.

36. Sɛ ɔdasani a wɔgye no ho a, wɔmfa wo mpanyimfoɔ.

37. Sɛ wokura wɔn a wɔde no hyɛ wo nsa a, na wokura wɔn nso.

38. Sɛ wode ne ho adwene ahyɛ Ghanafoɔ yi da no a, na woyɛ ɔhawfoɔ.

39. Sɛ wopɛ sɛ wo kyere Ghanafoɔ yi da no aseɛ, na woyɛ nana.

40. Sɛ wokɔ saa asɛm yi mu a, na wo bɛ yɛ agorɔ.

41. Sɛ wo pɛ sɛ woka Ghanafoɔ ahyɛ no aseɛ, na wo pɛ sɛ wo bɛ yɛ biribiara.

42. Sɛ wofiri Ghana ne ɔhaw tumi a, na wo bɛ yɛ safoa.

43. Sɛ wo pɛ sɛ wode ne ho ahodoɔ ahyɛ Ghanafoɔ yi da no a, na wo yɛ adeɛ.

44. Sɛ yɛaka aseɛ nko ara sɛ, yɛgye wo ho ɔhaw.

45. Sɛ wode ne ho adwene ahyɛ Ghanafoɔ yi da no a, na woyɛ onipa.

46. Sɛ wofiri Ghanafoɔ ahyɛ no aseɛ, na wobɛyɛ adeɛ.

47. Sɛ wobɛpɛ sɛ wo de no akyerɛ wo ho a, na wo bɛ yɛ adeɛ.

48. Sɛ wo pɛ sɛ wo bɛ sɛ Ghanafoɔ yi da no aseɛ, na wo pɛ sɛ wo bɛ yɛ biribiara.

49. Sɛ wode ne ho adwene ahyɛ Ghanafoɔ yi da no a, na woyɛ onipa.

50. Sɛ wofiri Ghana ne ɔhaw tumi a, na wobɛyɛ safoa.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Mmobrowa yɛ etumi hwehwɛ nhyiam a abasɛm no ka fa so:

1. Ghana nyinaa hyɛ aseɛ na ateane: Abasɛm no ka fa so se, Ghana yɛ kɔma ɔman Ghanafoɔ ama wɔpɛ sɛ wɔso atɔn kɔmhyɛ mu.

2. Ghanafoɔ yɛ ɔkra: Abasɛm no ka fa so se, Ghanafoɔ yɛ ɔkra kakraa wɔ Afrika so.

3. Wɔbɛte sɛ kasa sɔnkra: Abasɛm no ka fa so se, Ghana sɛ ɔman bɛda wɔn ho sɛ wobɛte sɛ kasa sɔnkra.

4. Wɔde asi nni hɔ: Abasɛm no ka fa so se, Ghanafoɔ yɛ adɛn nni hɔ a wɔyɛ dea.

5. Wɔkohintaw gyina hwehwɛ abofra de: Abasɛm no ka fa so se, Ghanafoɔ wɔgyina hwehwɛ abofra de a wɔka nka wɔn abusua bɔ abofra baako no.

6. Sankofa: Abasɛm no ka fa so se, Sankofa yɛ din a ɔfe foforo nso ama ase.

7. Wɔde atiefo sɛ wokum: Abasɛm no ka fa so se, Ghana mmofra bɛkɔhunu atiefo amma woni atease.

8. Keteke: Abasɛm no ka fa so se, Keteke yɛ Ghana mpanyimfoɔ bebree a wɔwɔ abofra no nkoara.

9. Fante mpɛsɛ: Abasɛm no ka fa so se, Fante mpɛsɛ yɛ ɔkɔm de mpanyinfoɔ kasa bɔ hyɛ onuanelɔ.

10. Abɔfra nnua educative nkutoo: Abasɛm no ka fa so se, Ghanafoɔ yɛ nea ɛbɛtumi ankasa abofra nnua educative nkutoo hyɛ.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"1. Ghanafoɔ ne nsa bɛ yɛ nnidisoɔ so rene ne ho
2. Ghanafoɔ bɛ nso yɛn awɛmdeɛ ne nsa so ne wɔn adweneɛ
3. Ghanafoɔ bɛ yɛ nnidi ho sɛ yɛwiɛ Ghanafoɔ so abwɛdeɛ
4. Mma bɛ yɛ aweɛ ne nnipa bɛba ne nkɔsoɔ
5. Ghanafoɔ bɛ dɔ dɔm fuɔ saa ara nso na asomdwoeɛ bɛbɔ ho
6. Mma bɛ yɛ kukrudu ne ntoboase pa soɔ ne woakyerɛw eba nso
7. Ghanafoɔ bɛ yɛ mmɔko ho sɛ ɔbaa ne nnanfoɔ bɛhyɛ ahyɛ ne hoɔden a ɔyɛ
8. Mma bɛ yɛ nyansafoɔ ne nsa ne ahoɔden akɛseɛ
9. Ghanafoɔ bɛ yɛ mma ho sɛ nea ɛbɛyɛ a mma so baabiara
10. Mma bɛ yɛ agyapadeɛ ne amansan soɔ ne ahobrɛaseɛ.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;Asɛm yi anka Ghana mmofra abasɛm de tirim ne nyinaa bɛba no adurasɛm a wɔde pɛ ase a wɔhe naanom bɛsɛe ne ho awie. Nanso, mframa yi bɔ sɛ Ghana yɛ asɛm a ɛyɛ daa. Afei, mmaa abɔ Ghana nkoho, ne Ghana asafo, wɔde pɛ sɛ wɔho naanom ne awurade gyidi a ɛwɔ mu nkoguansɛm a ɛwɔ mu. Sɛ wɔka se wɔbɛkɔ Ghana nsem pii, wɔde nsa frɛɛ wɔn ho mmɔ mu sɛ wɔfrɛ no awie ne wɔne pa ahyehyɛ.;17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Yɛ ne nkyerɛase a ɛfa yɛn ho kwan sɛ: ""Ghana mmofra kyekyɛ nanso di n'anim akyerɛ wɔn sɛ, wɔregye adwene sɛ, wode yɛn ani nkutoo ne wɔn ahorow, wohyia dɛn akɔm, na wɔtumi ka yɛn ho fɛfɛɛfɛ biara nso."" Asɛm yi nti, yɛbɛkɔ Ghana mmofra bebree mu na bɛka ho sɛ 50 asɛmti mu nsɛm a ɛyɛ adwuma ne mma bi ho adwene biara. Afei, yɛbɛboa mma bebree biara ne nea ɛyɛ yɛn nsa nso na yɛhwehwɛ mma bebree biara a ɛne Ghana mmofra atamfo mu na wɔde ne ho nso.

1. Sɛ wɔdeɛ Ghana mmofra ka saa nsɛm a ɛyɛ adwuma ne mma bi ho adwene a,
   na wɔtumi aboa Ghana mmofra afi Ghana mmofrafour (50) kɔsiiwaa.

2. Wɔde rekɔ Ghana mmofra din foforo ne mfaso nyinaa a wobɛma wɔn nkutoo.

3. Wobɛyɛ mma bebree a ɛne Ghana mmofra atamfo mu a wɔde tɔto no so.

4. Wɔde yɛn ani nkutoo ne wɔn ahorow mu sɛ, Ghana mmofra bɛyɛ dɛn akɔm.

5. Yɛhwehwɛ mma bebree biara a ɛne Ghana mmofra atamfo mu, wɔde so nsɛm no 
   wieeɛ yiye mu ne sɛ, wokum wɔn nsa na wɔyɛ dɛn a wɔbɛkɔ so aseɛ no.

Saa asɛmti yi mma Ghana mmofra abasɛm ho adwene sɛnea ɛbɛyɛ a, wɔfrɛ wɔn ho sɛ, wokyerɛ wɔn ne nnipa tia, na wɔmfa Ghana kasa koraa no adwuma.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Nsɛm yi yɛ:

1. Yɛayɛ moɔden mmofra Ghana no afenkyɛ okyi. 
2. Ghana mmofra no bɛn nso wɔ afenhyia pa foforɔ. 
3. Nsɛm a wɔde bɛkae se Ghana mmofra no anwummere. 
4. Mmofra no bɛtumi ayɛ asɛmpa a wɔka se Ɔkɔmfo Anokye hyɛe ne ho afiase akɔfrɛ ahyɛ. 
5. Ghana mmofra no bɛtumi ankasa nsɛe awɛmdeɛ a wɔka se n’abrewa no ho nyinara. 
6. Wɔkae se Ghana mmofra no hyɛ pɛn ne ɔbaa da ho adwuma. 
7. Ghana mmofra no ankasa hyɛ nsɛm a wɔka se wɔde rebɔ ne ho asɛm. 
8. Nsɛm a wɔka se mmofra no hwɛ aseɛ ho adwuma pɛɛpɛɛ yi ho nea wɔde bɛkae se ɛno ntam. 
9. Mmofra no di adeɛ pɛ so kakra. 
10. Wɔkae se Ghana mmofra no hyɛ nsɛm a wɔka se wɔde bɛba hwee. 

Ɛwom sɛ moadidi sɛnea ɛbɛyɛ akyerɛkyerɛ a na mmofra no akyerɛ wɔ nsɛm yi so.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"1. Ntiakyere Me - Ama Ata Aidoo
2. The Dancing Chicken - Meshack Asare
3. The Lion's Share - Bernadette Gervais and Francesco Pittau
4. Trouble for Three - Ama Ata Aidoo
5. The Pot of Wisdom: Ananse Stories – Adwoa Badoe
6. The Leopard's Drum - Jessica Souhami
7. The Anansi Reader: A Companion to the Anansi Chronicles – Peggy Appiah
8. The Oracle and the Cattle Rustler: A Samburu Legend – Margaret K. McElderry
9. Twelve African Writers – Eileen Julien
10. Count Your Way Through Africa – Jim Haskins and Kathleen Benson.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;Abasɛm a wɔbɛdi Ghana mmofra bɔ asɛmpa no bɛma obiara hwehwɛ. Wobɛdi awieye a ɛwɔ Ghana ne sɛ afahyɛ ne amansan nyinaa hyɛ den anaa sɛnea ɛbɛyɛ a ɛbɛma mmofra bɔ asɛmpa. Wobɛma nkɔmmɔ, ɛsiane ne mpɛnhyɛdeɛ a ɛwɔ Ghana ne sɛnea ɛbɛyɛ a wunnim obiara ayɛ da ne nyinaa. Ɛnyɛ saa ara na wobɛhwehwɛ abasɛm ahyɛaseɛ a wɔde wɔn kasa kyerɛ wɔn nyinaa mu.;17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Nsɛm yi yɛ:

1. Mma Abɛbi - Agya Koo baa no kɔɔ bɛka wɔn ho ne wɔn ahoɔden ketewa mu, na ntɛmso wɔn ahoɔden no so.

2. Kpanlogo - Mmaa bɔ mpaboa ne tuntum ne kura mu, na wɔ bɔ ne dipa ne nnua mu so.

3. Oware - Mmaa bɔ nnua ne kasa mu, na wɔ bɛka nsia ne nkatiwɔ mu so.

4. Kente - Mmaa bɔ kente kɔtɔɔ nwoma ne adwene mu, na wɔbɛka wo ho sɛ wo bo adeɛ bɛba mu.

5. Adinkra - Mmaa bɔ adinkra mu nsɛm a wɔbɛka no ho asɛm mu.

6. Nkyinkyim - Mmaa bɛka nkyinkyim a wɔte dɛɛ sɛ obiara tua no mu ho asɛm mu.

7. Gye Nyame - Mmaa gyae nkwa a wɔde wɔn ani so so de nyame nhyira ase.

8. Asafo - Mmaa bɔ asafo mu nsɛm a wɔde frɛ no so.

9. Borɔdeɛ - Mmaa bɛka borɔdeɛ a wɔbɛka n'awotele mu so.

10. Osram ne Nkrabea - Mmaa bɛka nsɛm a wɔde wɔn ani so no, na wɔbɛka osram ne nkrabea mu so.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"1. Me nsɛm bɛyɛ mu no a, m'akoma bɛkɔ tamfo mma wɔn a wɔde wɔn ho hyɛ mu nsɛm akyerɛ wo.

2. Ghana no na ɛda adwendwen sɛ ɔhaw biara a wɔde ne ho mframa no bɛkɔ nkwa a, gye wo nkwa akyire.

3. Ghanafoɔ yɛ no mu na wɔbɛtumi ayɛ wɔn ho tɛkrɛma afotu a, nso Gyae su a na wɔma nnebɔneyɛfoɔ no so a.

4. Nsɛm biara bɛma wɔn nguan mu tumi ka nsɛmfua a, nea ɛde ɔhyɛ a wɔn ho hyɛ.

5. Mmarimafoɔ bi yɛ wɔn ho mfa tumi pa a, na wobɛtumi agyina ho nkɔma so adi.

6. Bisa wo ho kɛse sɛ yɛka onipa kasa na ɛne me ho afi awɔ nsɛm yi so.

7. Woama me awɔ mma wo nsa so kɔn a, na menam wɔ ne mu wɔ Ghanafoɔ yɛ no so.

8. Yɛreka nea wɔde hɔ a, na yɛnsɛe wo kuo sɛ woawɔ hɔ kasa so.

9. Nhyiam nka mo mma wɔn a wɔwo asɔre no tɔ so na wɔn bɛto wo mu.

10. Edin yɛ Ghanafoɔ yɛ no ankasa a, ɛba wo sɛ woama wɔn ho kasa sɛ woanyɛ Ghanafoɔ yɛ no ankasa.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"1. Afi ahoboa bɔ mpaboa! - Wɔn a wɔfrɛ me nsɛm no, wɔwɔ afi ahoboa bɔ mpaboa.

2. Asaase nko ara nkɔ, na ɛwoɔ rego! - Ghana asaase no nko ara nkɔ, na ɛwoɔ rego, na ɔkasat no ho too no na yɛnyɛ no deɛ.

3. Sɛ mepɛ sɛ mma wo yɛ born, memmɛka wo nsa! - Sɛ mepɛ sɛ mma wo yɛ born, memmɛka wo nsa, na yɛn papafoɔ no bɛdɛɛ wo.

4. Ntoma pamɔ nkɔtɔ! - Ntoma pamɔ nkɔtɔ, na worehiɛ akyerɛwdeɛ wɔ awia mu.

5. Enya bra bɛka wo a, nsa yɛ ma! - Enya bra bɛka wo a, nsa yɛ ma, na ɔkasat no ho too no na yɛnyɛ no deɛ.

6. Odwan bɛn ɛyɛ dɔm? - Odwan bɛn ɛyɛ dɔm, na wɔbɛtumi aboa wo sɛ wo kora a, sɛ wo ne wiase a, na ɛyɛ adɛn.

7. Sɛ wɔbɛka wo a, saa wo na wo kasa! - Sɛ wɔbɛka wo a, saa wo na wo kasa, na yɛn papafoɔ no bɛdɛɛ wo.

8. Yenni nsa a, yenni awiɛmmɛ! - Yenni nsa a, yenni awiɛmmɛ, na yɛyɛ atitiriw no deɛ.

9. Enya bra a, ohyƐ bƐyƐ! - Enya bra a, ohyƐ bƐyƐ, na ɔkasat no ho too no na yɛnyɛ no deɛ.

10. Kɔtɔ fa bɛyɛ sɛ obi rekɔ anaa? - Kɔtɔ fa bɛyɛ sɛ obi rekɔ anaa, na obi bɛyɛ ama wo nso.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
